scientific_name,family,reproductive_mode,ac,median_depth,max_size_cm,ventilation_method,habitat,estimate_type,mortality_prop,gear_class,estimate_type_new
Squalus megalops,Squalidae,lecithotrophic viviparity,7.0687,390,64,stationary,demersal,PRM Longline,0.42678636984680207,Longline,PRM
Heterodontus portusjacksoni,Heterodontidae,lecithotrophic oviparity,10.685,87.5,165,stationary,demersal,AVM Longline,0.22215850486003152,Longline,AVM
Heterodontus portusjacksoni,Heterodontidae,lecithotrophic oviparity,10.685,87.5,165,stationary,demersal,PRM Longline,0.3555690441881568,Longline,PRM
Heterodontus portusjacksoni,Heterodontidae,lecithotrophic oviparity,10.685,137.5,165,stationary,demersal,AVM Longline,0.22215850486003152,Longline,AVM
Heterodontus portusjacksoni,Heterodontidae,lecithotrophic oviparity,10.685,137.5,165,stationary,demersal,PRM Longline,0.3555690441881568,Longline,PRM
Mustelus antarcticus,Triakidae,lecithotrophic viviparity,16.442,175.5,185.2,ram,demersal,AVM Longline,0.2928058035273347,Longline,AVM
Mustelus antarcticus,Triakidae,lecithotrophic viviparity,16.442,175.5,185.2,ram,demersal,PRM Longline,0.18235867912122375,Longline,PRM
Mustelus antarcticus,Triakidae,lecithotrophic viviparity,16.442,178,185.2,ram,demersal,AVM Longline,0.2928058035273347,Longline,AVM
Mustelus antarcticus,Triakidae,lecithotrophic viviparity,16.442,178,185.2,ram,demersal,PRM Longline,0.18235867912122375,Longline,PRM
Carcharhinus cautus,Carcharhinidae,matrotrophic viviparity,9.92492714,10,150,ram,pelagic,AVM Longline,0.3152375977411492,Longline,AVM
Carcharhinus cautus,Carcharhinidae,matrotrophic viviparity,9.92492714,10,150,ram,pelagic,PRM Longline,0.38639404713718567,Longline,PRM
Galeorhinus galeus,Triakidae,lecithotrophic viviparity,11.901,400,199,ram,pelagic,AVM Longline,0.24933539965154636,Longline,AVM
Galeorhinus galeus,Triakidae,lecithotrophic viviparity,11.901,400,199,ram,pelagic,PRM Longline,0.29170140507474956,Longline,PRM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,pelagic,AVM Longline,0.4091248998638954,Longline,AVM
Carcharhinus plumbeus,Carcharhinidae,matrotrophic viviparity,15.327,140,243,ram,pelagic,PRM Longline,0.2148872103272546,Longline,PRM
Hexanchus griseus,Hexanchidae,lecithotrophic viviparity,7.4946,1245,550,ram,demersal,AVM Longline,0.272619011759415,Longline,AVM
Hexanchus griseus,Hexanchidae,lecithotrophic viviparity,7.4946,1245,550,ram,demersal,PRM Longline,0.25179369706442256,Longline,PRM
Galeocerdo cuvier,Carcharhinidae,matrotrophic viviparity,12.342,556,740,ram,pelagic,AVM Longline,0.33912445901881083,Longline,AVM
Galeocerdo cuvier,Carcharhinidae,matrotrophic viviparity,12.342,556,740,ram,pelagic,PRM Longline,0.13185056461247438,Longline,PRM
Ginglymostoma cirratum,Ginglymostomatidae,lecithotrophic viviparity,3.1785,65,308,stationary,pelagic,AVM Longline,0.17578896357296395,Longline,AVM
Ginglymostoma cirratum,Ginglymostomatidae,lecithotrophic viviparity,3.1785,65,308,stationary,pelagic,PRM Longline,0.3346597110618276,Longline,PRM
Ginglymostoma cirratum,Ginglymostomatidae,lecithotrophic viviparity,3.1785,65,308,ram,pelagic,AVM Longline,0.17578896357296395,Longline,AVM
Ginglymostoma cirratum,Ginglymostomatidae,lecithotrophic viviparity,3.1785,65,308,ram,pelagic,PRM Longline,0.3346597110618276,Longline,PRM
Carcharhinus melanopterus,Carcharhinidae,matrotrophic viviparity,7.9127,50,180,ram,pelagic,AVM Longline,0.321751327633545,Longline,AVM
Carcharhinus melanopterus,Carcharhinidae,matrotrophic viviparity,7.9127,50,180,ram,pelagic,PRM Longline,0.37876318584878294,Longline,PRM
Squatina tergocellatoides,Squatinidae,lecithotrophic viviparity,10.32279231,200,100,stationary,demersal,AVM Longline,0.21089378829950883,Longline,AVM
Squatina tergocellatoides,Squatinidae,lecithotrophic viviparity,10.32279231,200,100,stationary,demersal,PRM Longline,0.3557691416815391,Longline,PRM
Mustelus mustelus,Triakidae,lecithotrophic viviparity,11.068,400,174.5,ram,demersal,AVM Longline,0.24933539965154636,Longline,AVM
Mustelus mustelus,Triakidae,lecithotrophic viviparity,11.068,400,174.5,ram,demersal,PRM Longline,0.33151484596102243,Longline,PRM
Odontaspis noronhai,Odontaspididae,matrotrophic viviparity,6.0088,530,367,ram,pelagic,AVM Longline,0.3453863886029285,Longline,AVM
Odontaspis noronhai,Odontaspididae,matrotrophic viviparity,6.0088,530,367,ram,pelagic,PRM Longline,0.18313464162739448,Longline,PRM
Carcharodon carcharias,Lamnidae,matrotrophic viviparity,7.7326,600,594.4,ram,pelagic,AVM Longline,0.3362113454167248,Longline,AVM
Carcharodon carcharias,Lamnidae,matrotrophic viviparity,7.7326,600,594.4,ram,pelagic,PRM Longline,0.22815256423086375,Longline,PRM
Carcharhinus signatus,Carcharhinidae,matrotrophic viviparity,10.667,300,280,ram,pelagic,AVM Longline,0.41153967987567747,Longline,AVM
Carcharhinus signatus,Carcharhinidae,matrotrophic viviparity,10.667,300,280,ram,pelagic,PRM Longline,0.2693242494666274,Longline,PRM
Carcharhinus albimarginatus,Carcharhinidae,matrotrophic viviparity,3.5185,400,300,ram,pelagic,AVM Longline,0.2686729432947304,Longline,AVM
Carcharhinus albimarginatus,Carcharhinidae,matrotrophic viviparity,3.5185,400,300,ram,pelagic,PRM Longline,0.29016949026934935,Longline,PRM
Carcharhinus albimarginatus,Carcharhinidae,matrotrophic viviparity,3.5185,400.5,300,ram,pelagic,AVM Longline,0.2686729432947304,Longline,AVM
Carcharhinus albimarginatus,Carcharhinidae,matrotrophic viviparity,3.5185,400.5,300,ram,pelagic,PRM Longline,0.29016949026934935,Longline,PRM
Centrophorus uyato,Centrophoridae,lecithotrophic viviparity,18.488,725,110,stationary,demersal,AVM Longline,0.1651760775644156,Longline,AVM
Centrophorus uyato,Centrophoridae,lecithotrophic viviparity,18.488,725,110,stationary,demersal,PRM Longline,0.2737492723178183,Longline,PRM
Carcharias taurus,Odontaspididae,matrotrophic viviparity,9.0956,116,325,ram,pelagic,AVM Longline,0.41000846691753345,Longline,AVM
Carcharias taurus,Odontaspididae,matrotrophic viviparity,9.0956,116,325,ram,pelagic,PRM Longline,0.3737814717295058,Longline,PRM
Heptranchias perlo,Hexanchidae,lecithotrophic viviparity,11.532,500,140,ram,demersal,AVM Longline,0.2859525907658139,Longline,AVM
Heptranchias perlo,Hexanchidae,lecithotrophic viviparity,11.532,500,140,ram,demersal,PRM Longline,0.2867355355574674,Longline,PRM
Squalus acanthias,Squalidae,lecithotrophic viviparity,8.2153,989,200,stationary,pelagic,AVM Longline,0.1693445643637761,Longline,AVM
Squalus acanthias,Squalidae,lecithotrophic viviparity,8.2153,989,200,stationary,pelagic,PRM Longline,0.32186711189382816,Longline,PRM
Carcharhinus isodon,Carcharhinidae,matrotrophic viviparity,16.403,10,200,ram,demersal,AVM Longline,0.32470953339332853,Longline,AVM
Carcharhinus isodon,Carcharhinidae,matrotrophic viviparity,16.403,10,200,ram,demersal,PRM Longline,0.23136689908612235,Longline,PRM
Sphyrna tiburo,Sphyrnidae,matrotrophic viviparity,4.199,45,150,ram,pelagic,AVM Longline,0.23085502324929896,Longline,AVM
Sphyrna tiburo,Sphyrnidae,matrotrophic viviparity,4.199,45,150,ram,pelagic,PRM Longline,0.35778986155983494,Longline,PRM
Squalus cubensis,Squalidae,lecithotrophic viviparity,7.737926667,370.5,110,stationary,demersal,AVM Longline,0.19942714279524926,Longline,AVM
Squalus cubensis,Squalidae,lecithotrophic viviparity,7.737926667,370.5,110,stationary,demersal,PRM Longline,0.43817014394090287,Longline,PRM
Deania calceus,Centrophoridae,lecithotrophic viviparity,6.3057,775,127,stationary,demersal,AVM Longline,0.16645321428582494,Longline,AVM
Deania calceus,Centrophoridae,lecithotrophic viviparity,6.3057,775,127,stationary,demersal,PRM Longline,0.3079699662236446,Longline,PRM
Dalatias licha,Dalatiidae,lecithotrophic viviparity,9.7975,915.5,182,stationary,demersal,AVM Longline,0.18377637248592293,Longline,AVM
Dalatias licha,Dalatiidae,lecithotrophic viviparity,9.7975,915.5,182,stationary,demersal,PRM Longline,0.30934572565806573,Longline,PRM
Deania profundorum,Centrophoridae,lecithotrophic viviparity,6.0616,1002.5,97,stationary,demersal,AVM Longline,0.16061469627808916,Longline,AVM
Deania profundorum,Centrophoridae,lecithotrophic viviparity,6.0616,1002.5,97,stationary,demersal,PRM Longline,0.3298663413188411,Longline,PRM
Etmopterus pusillus,Etmopteridae,lecithotrophic viviparity,8.4153,560,50.2,stationary,demersal,AVM Longline,0.15316680889879017,Longline,AVM
Etmopterus pusillus,Etmopteridae,lecithotrophic viviparity,8.4153,560,50.2,stationary,demersal,PRM Longline,0.3794740950299477,Longline,PRM
Mustelus mosis,Triakidae,lecithotrophic viviparity,5.461,135,150,ram,demersal,AVM Longline,0.2854436126940951,Longline,AVM
Mustelus mosis,Triakidae,lecithotrophic viviparity,5.461,135,150,ram,demersal,PRM Longline,0.3658330368835173,Longline,PRM
Squatina africana,Squatinidae,lecithotrophic viviparity,9.8045,300,122,stationary,demersal,AVM Longline,0.20910705519192196,Longline,AVM
Squatina africana,Squatinidae,lecithotrophic viviparity,9.8045,300,122,stationary,demersal,PRM Longline,0.3695317191755123,Longline,PRM
Carcharhinus dussumieri,Carcharhinidae,matrotrophic viviparity,9.6066,50,100.7,ram,pelagic,AVM Longline,0.3190069139999934,Longline,AVM
Carcharhinus dussumieri,Carcharhinidae,matrotrophic viviparity,9.6066,50,100.7,ram,pelagic,PRM Longline,0.38019686239430794,Longline,PRM
Carcharhinus tilstoni,Carcharhinidae,matrotrophic viviparity,9.92492714,75,200,ram,pelagic,AVM Longline,0.4191342694124754,Longline,AVM
Carcharhinus tilstoni,Carcharhinidae,matrotrophic viviparity,9.92492714,75,200,ram,pelagic,PRM Longline,0.35870115058570945,Longline,PRM
Ginglymostoma cirratum,Orectolobidae,lecithotrophic viviparity,3.1785,65,308,ram,pelagic,AVM Longline,0.17578896357296395,Longline,AVM
Ginglymostoma cirratum,Orectolobidae,lecithotrophic viviparity,3.1785,65,308,ram,pelagic,PRM Longline,0.3346597110618276,Longline,PRM
Notorynchus cepedianus,Hexanchidae,lecithotrophic viviparity,8.1187,285,296,ram,demersal,AVM Longline,0.28161445104726673,Longline,AVM
Notorynchus cepedianus,Hexanchidae,lecithotrophic viviparity,8.1187,285,296,ram,demersal,PRM Longline,0.3553329415044573,Longline,PRM
Pristiophorus nudipinnis,Pristiophoridae,lecithotrophic viviparity,6.0799,82.5,124,stationary,demersal,AVM Longline,0.2188924979551743,Longline,AVM
Pristiophorus nudipinnis,Pristiophoridae,lecithotrophic viviparity,6.0799,82.5,124,stationary,demersal,PRM Longline,0.34357977864941985,Longline,PRM
Pristiophorus cirratus,Pristiophoridae,lecithotrophic viviparity,5.7533,335,149,stationary,demersal,AVM Longline,0.19189629520207988,Longline,AVM
Pristiophorus cirratus,Pristiophoridae,lecithotrophic viviparity,5.7533,335,149,stationary,demersal,PRM Longline,0.39865889640144414,Longline,PRM
Squatina australis,Squatinidae,lecithotrophic viviparity,8.0911,65,152,stationary,demersal,AVM Longline,0.1942050331784139,Longline,AVM
Squatina australis,Squatinidae,lecithotrophic viviparity,8.0911,65,152,stationary,demersal,PRM Longline,0.4349681425809091,Longline,PRM
Pseudocarcharias kamoharai,Triakidae,matrotrophic viviparity,5.2458,295,122,ram,pelagic,AVM Longline,0.40681831439194954,Longline,AVM
Pseudocarcharias kamoharai,Triakidae,matrotrophic viviparity,5.2458,295,122,ram,pelagic,PRM Longline,0.2927402665609883,Longline,PRM
Hexanchus griseus,Hexanchidae,matrotrophic viviparity,7.4946,1245,550,ram,demersal,AVM Longline,0.272619011759415,Longline,AVM
Hexanchus griseus,Hexanchidae,matrotrophic viviparity,7.4946,1245,550,ram,demersal,PRM Longline,0.25179369706442256,Longline,PRM
Hexanchus nakamurai,Hexanchidae,matrotrophic viviparity,10.609,351,177.8,ram,demersal,AVM Longline,0.3029437937339049,Longline,AVM
Hexanchus nakamurai,Hexanchidae,matrotrophic viviparity,10.609,351,177.8,ram,demersal,PRM Longline,0.29343316014100174,Longline,PRM
Pseudotriakis microdon,Triakidae,lecithotrophic viviparity,5.5776,1265,296,ram,pelagic,AVM Longline,0.22211580268545583,Longline,AVM
Pseudotriakis microdon,Triakidae,lecithotrophic viviparity,5.5776,1265,296,ram,pelagic,PRM Longline,0.27877385014122213,Longline,PRM
Orectolobus halei,Orectolobidae,lecithotrophic oviparity,5.5714,97.5,256,stationary,demersal,AVM Longline,0.2126556689653437,Longline,AVM
Orectolobus halei,Orectolobidae,lecithotrophic oviparity,5.5714,97.5,256,stationary,demersal,PRM Longline,0.3142336708279601,Longline,PRM
Orectolobus maculatus,Orectolobidae,lecithotrophic oviparity,6.4555,124,170,stationary,pelagic,AVM Longline,0.21411666128141765,Longline,AVM
Orectolobus maculatus,Orectolobidae,lecithotrophic oviparity,6.4555,124,170,stationary,pelagic,PRM Longline,0.3281293629838571,Longline,PRM
Orectolobus ornatus,Orectolobidae,lecithotrophic oviparity,5.6825,52.5,110,stationary,pelagic,AVM Longline,0.18221896378778513,Longline,AVM
Orectolobus ornatus,Orectolobidae,lecithotrophic oviparity,5.6825,52.5,110,stationary,pelagic,PRM Longline,0.3489867262898896,Longline,PRM
Carcharias taurus,Lamnidae,matrotrophic viviparity,9.0956,116,325,ram,pelagic,AVM Longline,0.41000846691753345,Longline,AVM
Carcharias taurus,Lamnidae,matrotrophic viviparity,9.0956,116,325,ram,pelagic,PRM Longline,0.3737814717295058,Longline,PRM
Carcharhinus amboinensis,Carcharhinidae,matrotrophic viviparity,9.92492714,50,280,ram,pelagic,AVM Longline,0.3197486935749298,Longline,AVM
Carcharhinus amboinensis,Carcharhinidae,matrotrophic viviparity,9.92492714,50,280,ram,pelagic,PRM Longline,0.3655567142211053,Longline,PRM
Stegostoma tigrinum,Stegostomatidae,lecithotrophic viviparity,22.777,45,250,stationary,pelagic,AVM Longline,0.18689426002788684,Longline,AVM
Stegostoma tigrinum,Stegostomatidae,lecithotrophic viviparity,22.777,45,250,stationary,pelagic,PRM Longline,0.2848898183844561,Longline,PRM
Orectolobus ornatus,Orectolobidae,lecithotrophic viviparity,5.6825,52.5,110,stationary,pelagic,AVM Longline,0.18221896378778513,Longline,AVM
Orectolobus ornatus,Orectolobidae,lecithotrophic viviparity,5.6825,52.5,110,stationary,pelagic,PRM Longline,0.3489867262898896,Longline,PRM
Nebrius ferrugineus,Ginglymostomatidae,lecithotrophic viviparity,47.669,35,320,stationary,pelagic,AVM Longline,0.21289735590868503,Longline,AVM
Nebrius ferrugineus,Ginglymostomatidae,lecithotrophic viviparity,47.669,35,320,stationary,pelagic,PRM Longline,0.28964332644895757,Longline,PRM
Loxodon macrorhinus,Carcharhinidae,lecithotrophic viviparity,11.559,63.5,99,ram,demersal,AVM Longline,0.2619198558101459,Longline,AVM
Loxodon macrorhinus,Carcharhinidae,lecithotrophic viviparity,11.559,63.5,99,ram,demersal,PRM Longline,0.34920473462418783,Longline,PRM
Squalus acanthias,Squalidae,lecithotrophic viviparity,8.2153,989,200,ram,pelagic,AVM Longline,0.1693445643637761,Longline,AVM
Squalus acanthias,Squalidae,lecithotrophic viviparity,8.2153,989,200,ram,pelagic,PRM Longline,0.32186711189382816,Longline,PRM
Sphyrna tiburo,Carcharhinidae,matrotrophic viviparity,4.199,45,150,ram,pelagic,AVM Longline,0.23085502324929896,Longline,AVM
Sphyrna tiburo,Carcharhinidae,matrotrophic viviparity,4.199,45,150,ram,pelagic,PRM Longline,0.35778986155983494,Longline,PRM
Mustelus norrisi,Triakidae,lecithotrophic viviparity,8.8886,130,102,ram,demersal,AVM Longline,0.2565459314084748,Longline,AVM
Mustelus norrisi,Triakidae,lecithotrophic viviparity,8.8886,130,102,ram,demersal,PRM Longline,0.3888334117392426,Longline,PRM
Chlamydoselachus anguineus,Chlamydoselachidae,matrotrophic viviparity,6.588,785,200,ram,demersal,AVM Longline,0.33395009558582583,Longline,AVM
Chlamydoselachus anguineus,Chlamydoselachidae,matrotrophic viviparity,6.588,785,200,ram,demersal,PRM Longline,0.23034845508261964,Longline,PRM
Dalatias licha,Dalatiidae,lecithotrophic viviparity,9.7975,95.5,182,stationary,demersal,AVM Longline,0.18377637248592293,Longline,AVM
Dalatias licha,Dalatiidae,lecithotrophic viviparity,9.7975,95.5,182,stationary,demersal,PRM Longline,0.30934572565806573,Longline,PRM
Galeus melastomus,Pentanchidae,lecithotrophic oviparity,6.0236,1027.5,90,stationary,demersal,AVM Longline,0.16367075874745388,Longline,AVM
Galeus melastomus,Pentanchidae,lecithotrophic oviparity,6.0236,1027.5,90,stationary,demersal,PRM Longline,0.32842787978037946,Longline,PRM
Orectolobus ornatus,Orectolobidae,lecithotrophic viviparity,5.6825,52.5,290,stationary,pelagic,AVM Longline,0.18221896378778513,Longline,AVM
Orectolobus ornatus,Orectolobidae,lecithotrophic viviparity,5.6825,52.5,290,stationary,pelagic,PRM Longline,0.3489867262898896,Longline,PRM
Orectolobus maculatus,Orectolobidae,lecithotrophic viviparity,6.4555,124,320,stationary,pelagic,AVM Longline,0.21411666128141765,Longline,AVM
Orectolobus maculatus,Orectolobidae,lecithotrophic viviparity,6.4555,124,320,stationary,pelagic,PRM Longline,0.3281293629838571,Longline,PRM
Orectolobus halei,Orectolobidae,lecithotrophic viviparity,5.5714,97.5,256,stationary,demersal,AVM Longline,0.2126556689653437,Longline,AVM
Orectolobus halei,Orectolobidae,lecithotrophic viviparity,5.5714,97.5,256,stationary,demersal,PRM Longline,0.3142336708279601,Longline,PRM
Somniosus microcephalus,Somniosidae,lecithotrophic viviparity,3.75285,1323.5,730,stationary,pelagic,AVM Longline,0.1260932708324864,Longline,AVM
Somniosus microcephalus,Somniosidae,lecithotrophic viviparity,3.75285,1323.5,730,stationary,pelagic,PRM Longline,0.24944416311561296,Longline,PRM
Mustelus norrisi,Triakidae,lecithotrophic viviparity,8.8886,50.5,110,ram,demersal,AVM Longline,0.2565459314084748,Longline,AVM
Mustelus norrisi,Triakidae,lecithotrophic viviparity,8.8886,50.5,110,ram,demersal,PRM Longline,0.3888334117392426,Longline,PRM
Squalus cubensis,Squalidae,lecithotrophic viviparity,7.737926667,230,60,stationary,demersal,AVM Longline,0.19942714279524926,Longline,AVM
Squalus cubensis,Squalidae,lecithotrophic viviparity,7.737926667,230,60,stationary,demersal,PRM Longline,0.43817014394090287,Longline,PRM
Centrophorus harrissoni,Centrophoridae,lecithotrophic viviparity,6.4469,520,111.4000015,stationary,demersal,AVM Longline,0.1604237576582902,Longline,AVM
Centrophorus harrissoni,Centrophoridae,lecithotrophic viviparity,6.4469,520,111.4000015,stationary,demersal,PRM Longline,0.3098153516132035,Longline,PRM
Hexanchus nakamurai,Hexanchidae,lecithotrophic viviparity,10.609,300,180,ram,demersal,AVM Longline,0.3029437937339049,Longline,AVM
Hexanchus nakamurai,Hexanchidae,lecithotrophic viviparity,10.609,300,180,ram,demersal,PRM Longline,0.29343316014100174,Longline,PRM
Rhizoprionodon acutus,Carcharhinidae,matrotrophic viviparity,6.0408,100.5,178,ram,pelagic,AVM Longline,0.42554247804123674,Longline,AVM
Rhizoprionodon acutus,Carcharhinidae,matrotrophic viviparity,6.0408,100.5,178,ram,pelagic,PRM Longline,0.3266548806542849,Longline,PRM
Squatina africana,Squatinidae,lecithotrophic viviparity,9.8045,265,80,stationary,demersal,AVM Longline,0.20910705519192196,Longline,AVM
Squatina africana,Squatinidae,lecithotrophic viviparity,9.8045,265,80,stationary,demersal,PRM Longline,0.3695317191755123,Longline,PRM
Pseudotriakis microdon,Pseudotriakidae,lecithotrophic viviparity,5.5776,1031.5,269,ram,demersal,AVM Longline,0.22211580268545583,Longline,AVM
Pseudotriakis microdon,Pseudotriakidae,lecithotrophic viviparity,5.5776,1031.5,269,ram,demersal,PRM Longline,0.27877385014122213,Longline,PRM
Loxodon macrorhinus,Carcharhinidae,lecithotrophic viviparity,11.559,53.5,98,ram,demersal,AVM Longline,0.2619198558101459,Longline,AVM
Loxodon macrorhinus,Carcharhinidae,lecithotrophic viviparity,11.559,53.5,98,ram,demersal,PRM Longline,0.34920473462418783,Longline,PRM
Nebrius ferrugineus,Ginglymostomatidae,lecithotrophic viviparity,47.669,35,320,ram,pelagic,AVM Longline,0.21289735590868503,Longline,AVM
Nebrius ferrugineus,Ginglymostomatidae,lecithotrophic viviparity,47.669,35,320,ram,pelagic,PRM Longline,0.28964332644895757,Longline,PRM
Squalus acanthias,Squalidae,lecithotrophic viviparity,8.2153,989,200,stationary,demersal,AVM Gillnet,0.26625680062261387,Gillnet,AVM
Negaprion brevirostris,Carcharhinidae,matrotrophic viviparity,7.4039,60,368,ram,pelagic,AVM Gillnet,0.27622555784721003,Gillnet,AVM
Carcharhinus limbatus,Carcharhinidae,matrotrophic viviparity,7.7253,70,286,ram,pelagic,AVM Gillnet,0.34887396966459827,Gillnet,AVM
Carcharhinus leucas,Carcharhinidae,matrotrophic viviparity,6.6321,82.5,366,ram,pelagic,AVM Gillnet,0.2663774453362377,Gillnet,AVM
Sphyrna tiburo,Sphyrnidae,matrotrophic viviparity,4.199,45,150,ram,pelagic,AVM Gillnet,0.34161758510256496,Gillnet,AVM
Carcharhinus acronotus,Carcharhinidae,matrotrophic viviparity,8.3419,51.5,164,ram,pelagic,AVM Gillnet,0.471180237892191,Gillnet,AVM
Rhizoprionodon terraenovae,Carcharhinidae,matrotrophic viviparity,6.7403,136.4090909090909,118.9090909090909,ram,demersal,AVM Gillnet,0.43892430750914824,Gillnet,AVM
Notorynchus cepedianus,Hexanchidae,lecithotrophic viviparity,8.1187,285,296,ram,demersal,AVM Gillnet,0.385121876848772,Gillnet,AVM
Squalus megalops,Squalidae,lecithotrophic viviparity,7.0687,382,72.33333333333333,stationary,demersal,AVM Gillnet,0.14378013820680086,Gillnet,AVM
Pristiophorus nudipinnis,Pristiophoridae,lecithotrophic viviparity,6.0799,82.5,124,stationary,demersal,AVM Gillnet,0.15587081274162431,Gillnet,AVM
Pristiophorus cirratus,Pristiophoridae,lecithotrophic viviparity,5.7533,335,149,stationary,demersal,AVM Gillnet,0.17224790663697068,Gillnet,AVM
Squatina australis,Squatinidae,lecithotrophic viviparity,8.0911,65,152,stationary,demersal,AVM Gillnet,0.1535669019926333,Gillnet,AVM
Heterodontus portusjacksoni,Heterodontidae,lecithotrophic oviparity,10.685,120.83333333333331,165,stationary,demersal,AVM Gillnet,0.27311263965186894,Gillnet,AVM
Cephaloscyllium laticeps,Scyliorhinidae,lecithotrophic oviparity,6.1457,83.66666666666667,150,stationary,demersal,AVM Gillnet,0.1294442056711154,Gillnet,AVM
Furgaleus macki,Triakidae,lecithotrophic viviparity,9.695241428571428,113.5,160,ram,demersal,AVM Gillnet,0.5926832903891042,Gillnet,AVM
Galeorhinus galeus,Triakidae,lecithotrophic viviparity,11.901,400,199,ram,demersal,AVM Gillnet,0.6059388908881215,Gillnet,AVM
Mustelus antarcticus,Triakidae,lecithotrophic viviparity,16.442,175.75,185.2,ram,demersal,AVM Gillnet,0.6093215779085799,Gillnet,AVM
Carcharhinus brachyurus,Carcharhinidae,matrotrophic viviparity,6.2708,73,322,ram,pelagic,AVM Gillnet,0.2879014045669728,Gillnet,AVM
Sphyrna zygaena,Sphyrnidae,matrotrophic viviparity,10.906,100,400,ram,pelagic,AVM Gillnet,0.5816873860199128,Gillnet,AVM
Carcharodon carcharias,Lamnidae,matrotrophic viviparity,7.7326,600,594.4,ram,pelagic,AVM Gillnet,0.4001556148957595,Gillnet,AVM
Carcharhinus melanopterus,Carcharhinidae,matrotrophic viviparity,7.9127,50,180,ram,pelagic,AVM Gillnet,0.3720611808428634,Gillnet,AVM
Carcharhinus cautus,Carcharhinidae,matrotrophic viviparity,9.92492714025501,10,150,ram,pelagic,AVM Gillnet,0.5850631141874378,Gillnet,AVM
Squalus acanthias,Squalidae,lecithotrophic viviparity,8.2153,989,200,ram,demersal,AVM Gillnet,0.26625680062261387,Gillnet,AVM
Sphyrna tiburo,Carcharhinidae,matrotrophic viviparity,4.199,45,150,ram,pelagic,AVM Gillnet,0.34161758510256496,Gillnet,AVM
Mustelus norrisi,Triakidae,lecithotrophic viviparity,8.8886,130,102,ram,demersal,AVM Gillnet,0.31128112139800257,Gillnet,AVM
Sphyrna mokarran,Sphyrnidae,matrotrophic viviparity,7.3981,150,610,ram,pelagic,AVM Gillnet,0.3615678574364614,Gillnet,AVM
Ginglymostoma cirratum,Ginglymostomatidae,lecithotrophic oviparity,3.1785,65,308,stationary,pelagic,AVM Gillnet,0.19984734828430256,Gillnet,AVM
Sphyrna lewini,Sphyrnidae,matrotrophic viviparity,14.608,521.5,430,ram,pelagic,AVM Gillnet,0.5985829234713401,Gillnet,AVM
Cephaloscyllium laticeps,Scyliorhinidae,lecithotrophic viviparity,6.1457,83.66666666666667,150,stationary,demersal,AVM Gillnet,0.1294442056711154,Gillnet,AVM
Alopias vulpinus,Alopiidae,matrotrophic viviparity,8.7014,325,573.3,ram,pelagic,AVM Gillnet,0.4970027924246447,Gillnet,AVM
Somniosus pacificus,Somniosidae,lecithotrophic viviparity,3.75285,1102.5,440,stationary,pelagic,AVM Gillnet,0.16931185734868276,Gillnet,AVM
Squalus suckleyi,Squalidae,lecithotrophic viviparity,4.6723,618,130,stationary,pelagic,AVM Gillnet,0.18507455077820303,Gillnet,AVM
Squatina occulta,Squatinidae,lecithotrophic viviparity,10.32279231,177.5,120,stationary,demersal,AVM Gillnet,0.30247689014946305,Gillnet,AVM
Echinorhinus brucus,Echinorhinidae,lecithotrophic viviparity,6.4253,455,310,stationary,demersal,AVM Gillnet,0.16427692877790687,Gillnet,AVM
Squalus mitsukurii,Squalidae,lecithotrophic viviparity,7.7126,479,112,stationary,pelagic,AVM Gillnet,0.15613152684635895,Gillnet,AVM
Mitsukurina owstoni,Mitsukurinidae,matrotrophic viviparity,6.6086,665,617,ram,demersal,AVM Gillnet,0.35748077949187357,Gillnet,AVM
Mustelus fasciatus,Triakidae,lecithotrophic viviparity,7.3961,125.5,150,ram,demersal,AVM Gillnet,0.3424407176193446,Gillnet,AVM
Schroederichthys saurisqualus,Scyliorhinidae,lecithotrophic oviparity,6.812653333,311,69.2,stationary,demersal,AVM Gillnet,0.1303862559550458,Gillnet,AVM
Scyliorhinus haeckelii,Scyliorhinidae,lecithotrophic oviparity,8.9634,310,64.7,stationary,demersal,AVM Gillnet,0.18505962077220667,Gillnet,AVM
Rhizoprionodon lalandii,Carcharhinidae,matrotrophic viviparity,7.117931034,35,102.1,ram,demersal,AVM Gillnet,0.28799506376148637,Gillnet,AVM
Sphyrna media,Sphyrnidae,matrotrophic viviparity,11.45743775,50,150,ram,demersal,AVM Gillnet,0.5857462744973013,Gillnet,AVM
Sphyrna tudes,Sphyrnidae,matrotrophic viviparity,8.8064,42.5,134,ram,pelagic,AVM Gillnet,0.4938523094166296,Gillnet,AVM
Mustelus schmitti,Triakidae,lecithotrophic viviparity,6.6001,98.5,108.5,ram,demersal,AVM Gillnet,0.2522716017242955,Gillnet,AVM
Mustelus higmani,Triakidae,lecithotrophic viviparity,9.853114,450.5,77.40000153,ram,demersal,AVM Gillnet,0.49808835568635274,Gillnet,AVM
Cirrhigaleus asper,Squalidae,lecithotrophic viviparity,8.3281,425,120,stationary,demersal,AVM Gillnet,0.23013389404388676,Gillnet,AVM
Zameus squamulosus,Somniosidae,lecithotrophic viviparity,2.0601,755.5,84,stationary,demersal,AVM Gillnet,0.1498095675905802,Gillnet,AVM
